pruid,prname,prnameFR,date,numconf,numprob,numdeaths,numtotal,numtoday,ratetotal
62,Nunavut,Nunavut,2020-03-31,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-03-31,13,0,0,13,0,
1,Canada,Canada,2020-03-31,8536,12,96,8548,1111,22.74
59,British Columbia,Colombie-Britannique,2020-04-01,1066,0,25,1066,96,21.02
48,Alberta,Alberta,2020-04-01,754,0,9,754,0,17.25
47,Saskatchewan,Saskatchewan,2020-04-01,193,0,3,193,9,16.43
46,Manitoba,Manitoba,2020-04-01,109,18,1,127,24,9.27
35,Ontario,Ontario,2020-04-01,2392,0,37,2392,426,16.42
24,Quebec,Québec,2020-04-01,4611,0,33,4611,449,54.34
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-01,175,0,1,175,23,33.55
13,New Brunswick,Nouveau-Brunswick,2020-04-01,81,0,0,81,11,10.43
12,Nova Scotia,Nouvelle-Écosse,2020-04-01,173,0,0,173,26,17.81
11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-01,21,0,0,21,0,13.38
60,Yukon,Yukon,2020-04-01,5,0,0,5,0,12.24
61,Northwest Territories,Territoires du Nord-Ouest,2020-04-01,2,0,0,2,1,4.46
62,Nunavut,Nunavut,2020-04-01,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-04-01,13,0,0,13,0,
1,Canada,Canada,2020-04-01,9595,18,109,9613,1065,25.57
59,British Columbia,Colombie-Britannique,2020-04-02,1121,0,31,1121,55,22.1
48,Alberta,Alberta,2020-04-02,968,0,13,968,214,22.14
47,Saskatchewan,Saskatchewan,2020-04-02,206,0,3,206,13,17.54
46,Manitoba,Manitoba,2020-04-02,152,15,1,167,40,12.19
35,Ontario,Ontario,2020-04-02,2793,0,53,2793,401,19.17
24,Quebec,Québec,2020-04-02,5518,0,36,5518,907,65.03
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-02,183,0,1,183,8,35.09
13,New Brunswick,Nouveau-Brunswick,2020-04-02,91,0,0,91,10,11.71
12,Nova Scotia,Nouvelle-Écosse,2020-04-02,193,0,0,193,20,19.87
11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-02,22,0,0,22,1,14.02
60,Yukon,Yukon,2020-04-02,6,0,0,6,1,14.69
61,Northwest Territories,Territoires du Nord-Ouest,2020-04-02,2,0,0,2,0,4.46
62,Nunavut,Nunavut,2020-04-02,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-04-02,13,0,0,13,0,
1,Canada,Canada,2020-04-02,11268,15,138,11283,1670,30.02
59,British Columbia,Colombie-Britannique,2020-04-03,1174,0,35,1174,53,23.15
48,Alberta,Alberta,2020-04-03,1075,0,18,1075,107,24.59
47,Saskatchewan,Saskatchewan,2020-04-03,220,0,3,220,14,18.73
46,Manitoba,Manitoba,2020-04-03,164,18,2,182,15,13.29
35,Ontario,Ontario,2020-04-03,3255,0,67,3255,462,22.35
24,Quebec,Québec,2020-04-03,6101,0,61,6101,583,71.9
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-03,183,0,1,183,0,35.09
13,New Brunswick,Nouveau-Brunswick,2020-04-03,95,0,0,95,4,12.23
12,Nova Scotia,Nouvelle-Écosse,2020-04-03,207,0,0,207,14,21.31
11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-03,22,0,0,22,0,14.02
60,Yukon,Yukon,2020-04-03,6,0,0,6,0,14.69
61,Northwest Territories,Territoires du Nord-Ouest,2020-04-03,4,0,0,4,2,8.92
62,Nunavut,Nunavut,2020-04-03,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-04-03,13,0,0,13,0,
1,Canada,Canada,2020-04-03,12519,18,187,12537,1254,33.35
59,British Columbia,Colombie-Britannique,2020-04-04,1203,0,38,1203,29,23.72
48,Alberta,Alberta,2020-04-04,1075,0,18,1075,0,24.59
47,Saskatchewan,Saskatchewan,2020-04-04,231,0,3,231,11,19.67
46,Manitoba,Manitoba,2020-04-04,172,22,2,194,12,14.17
35,Ontario,Ontario,2020-04-04,3630,0,94,3630,375,24.92
24,Quebec,Québec,2020-04-04,6997,0,75,6997,896,82.46
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-04,195,0,1,195,12,37.39
13,New Brunswick,Nouveau-Brunswick,2020-04-04,98,0,0,98,3,12.62
12,Nova Scotia,Nouvelle-Écosse,2020-04-04,236,0,0,236,29,24.29
11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-04,22,0,0,22,0,14.02
60,Yukon,Yukon,2020-04-04,6,0,0,6,0,14.69
61,Northwest Territories,Territoires du Nord-Ouest,2020-04-04,4,0,0,4,0,8.92
62,Nunavut,Nunavut,2020-04-04,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-04-04,13,0,0,13,0,
1,Canada,Canada,2020-04-04,13882,22,231,13904,1367,36.99
59,British Columbia,Colombie-Britannique,2020-04-05,1203,0,38,1203,0,23.72
48,Alberta,Alberta,2020-04-05,1250,0,23,1250,175,28.6
47,Saskatchewan,Saskatchewan,2020-04-05,249,0,3,249,18,21.2
46,Manitoba,Manitoba,2020-04-05,187,16,2,203,9,14.82
35,Ontario,Ontario,2020-04-05,4038,0,119,4038,408,27.72
24,Quebec,Québec,2020-04-05,7944,0,94,7944,947,93.62
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-05,217,0,1,217,22,41.61
13,New Brunswick,Nouveau-Brunswick,2020-04-05,101,0,0,101,3,13.0
12,Nova Scotia,Nouvelle-Écosse,2020-04-05,262,0,0,262,26,26.97
11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-05,22,0,0,22,0,14.02
60,Yukon,Yukon,2020-04-05,6,0,0,6,0,14.69
61,Northwest Territories,Territoires du Nord-Ouest,2020-04-05,4,0,0,4,0,8.92
62,Nunavut,Nunavut,2020-04-05,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-04-05,13,0,0,13,0,
1,Canada,Canada,2020-04-05,15496,16,280,15512,1608,41.27
59,British Columbia,Colombie-Britannique,2020-04-06,1266,0,39,1266,63,24.96
48,Alberta,Alberta,2020-04-06,1348,0,24,1348,98,30.84
47,Saskatchewan,Saskatchewan,2020-04-06,253,0,3,253,4,21.54
46,Manitoba,Manitoba,2020-04-06,190,14,2,204,1,14.9
35,Ontario,Ontario,2020-04-06,4347,0,132,4347,309,29.84
24,Quebec,Québec,2020-04-06,8580,0,121,8580,636,101.12
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-06,226,0,2,226,9,43.33
13,New Brunswick,Nouveau-Brunswick,2020-04-06,103,0,0,103,2,13.26
12,Nova Scotia,Nouvelle-Écosse,2020-04-06,293,0,0,293,31,30.16
11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-06,22,0,0,22,0,14.02
60,Yukon,Yukon,2020-04-06,7,0,0,7,1,17.13
61,Northwest Territories,Territoires du Nord-Ouest,2020-04-06,5,0,0,5,1,11.15
62,Nunavut,Nunavut,2020-04-06,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-04-06,13,0,0,13,0,
1,Canada,Canada,2020-04-06,16653,14,323,16667,1155,44.34
59,British Columbia,Colombie-Britannique,2020-04-07,1291,0,43,1291,25,25.46
48,Alberta,Alberta,2020-04-07,1373,0,26,1373,25,31.41
47,Saskatchewan,Saskatchewan,2020-04-07,260,0,3,260,7,22.14
46,Manitoba,Manitoba,2020-04-07,203,14,3,217,13,15.85
35,Ontario,Ontario,2020-04-07,4726,0,153,4726,379,32.44
24,Quebec,Québec,2020-04-07,9340,0,150,9340,760,110.08
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-07,228,0,2,228,2,43.72
13,New Brunswick,Nouveau-Brunswick,2020-04-07,105,0,0,105,2,13.52
12,Nova Scotia,Nouvelle-Écosse,2020-04-07,310,0,0,310,17,31.91
11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-07,22,0,0,22,0,14.02
60,Yukon,Yukon,2020-04-07,7,0,0,7,0,17.13
61,Northwest Territories,Territoires du Nord-Ouest,2020-04-07,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-04-07,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-04-07,13,0,0,13,0,
1,Canada,Canada,2020-04-07,17883,14,380,17897,1230,47.61
59,British Columbia,Colombie-Britannique,2020-04-08,1336,0,48,1336,45,26.34
48,Alberta,Alberta,2020-04-08,1423,0,29,1423,50,32.55
47,Saskatchewan,Saskatchewan,2020-04-08,271,0,3,271,11,23.07
46,Manitoba,Manitoba,2020-04-08,206,15,3,221,4,16.14
35,Ontario,Ontario,2020-04-08,5276,0,174,5276,550,36.22
24,Quebec,Québec,2020-04-08,10031,0,175,10031,691,118.22
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-08,232,0,2,232,4,44.48
13,New Brunswick,Nouveau-Brunswick,2020-04-08,108,0,0,108,3,13.9
12,Nova Scotia,Nouvelle-Écosse,2020-04-08,342,0,1,342,32,35.21
11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-08,24,0,0,24,2,15.29
60,Yukon,Yukon,2020-04-08,7,0,0,7,0,17.13
61,Northwest Territories,Territoires du Nord-Ouest,2020-04-08,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-04-08,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-04-08,13,0,0,13,0,
1,Canada,Canada,2020-04-08,19274,15,435,19289,1392,51.32
59,British Columbia,Colombie-Britannique,2020-04-09,1370,0,50,1370,34,27.01
48,Alberta,Alberta,2020-04-09,1451,0,32,1451,28,33.19
47,Saskatchewan,Saskatchewan,2020-04-09,278,0,3,278,7,23.67
46,Manitoba,Manitoba,2020-04-09,207,17,3,224,3,16.36
35,Ontario,Ontario,2020-04-09,5759,0,200,5759,483,39.54
24,Quebec,Québec,2020-04-09,10912,0,216,10912,881,128.6
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-09,236,0,3,236,4,45.25
13,New Brunswick,Nouveau-Brunswick,2020-04-09,111,0,0,111,3,14.29
12,Nova Scotia,Nouvelle-Écosse,2020-04-09,373,0,2,373,31,38.4
11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-09,25,0,0,25,1,15.93
60,Yukon,Yukon,2020-04-09,8,0,0,8,1,19.58
61,Northwest Territories,Territoires du Nord-Ouest,2020-04-09,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-04-09,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-04-09,13,0,0,13,0,
1,Canada,Canada,2020-04-09,20748,17,509,20765,1476,55.24
59,British Columbia,Colombie-Britannique,2020-04-10,1410,0,55,1410,40,27.8
48,Alberta,Alberta,2020-04-10,1500,0,39,1500,49,34.31
47,Saskatchewan,Saskatchewan,2020-04-10,285,0,3,285,7,24.27
46,Manitoba,Manitoba,2020-04-10,215,15,4,230,6,16.79
35,Ontario,Ontario,2020-04-10,6237,0,222,6237,478,42.82
24,Quebec,Québec,2020-04-10,11677,0,241,11677,765,137.62
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-10,239,0,3,239,3,45.83
13,New Brunswick,Nouveau-Brunswick,2020-04-10,112,0,0,112,1,14.42
12,Nova Scotia,Nouvelle-Écosse,2020-04-10,407,0,2,407,34,41.9
11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-10,25,0,0,25,0,15.93
60,Yukon,Yukon,2020-04-10,8,0,0,8,0,19.58
61,Northwest Territories,Territoires du Nord-Ouest,2020-04-10,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-04-10,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-04-10,13,0,,13,0,
1,Canada,Canada,2020-04-10,22133,15,569,22148,1383,58.92
59,British Columbia,Colombie-Britannique,2020-04-11,1445,0,58,1445,35,28.49
48,Alberta,Alberta,2020-04-11,1569,0,40,1569,69,35.89
47,Saskatchewan,Saskatchewan,2020-04-11,289,0,4,289,4,24.61
46,Manitoba,Manitoba,2020-04-11,226,17,4,243,13,17.74
35,Ontario,Ontario,2020-04-11,6648,0,253,6648,411,45.64
24,Quebec,Québec,2020-04-11,12292,0,289,12292,615,144.87
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-11,241,0,3,241,2,46.21
13,New Brunswick,Nouveau-Brunswick,2020-04-11,112,0,0,112,0,14.42
12,Nova Scotia,Nouvelle-Écosse,2020-04-11,428,0,2,428,21,44.06
11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-11,25,0,0,25,0,15.93
60,Yukon,Yukon,2020-04-11,8,0,0,8,0,19.58
61,Northwest Territories,Territoires du Nord-Ouest,2020-04-11,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-04-11,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-04-11,13,0,,13,0,
1,Canada,Canada,2020-04-11,23301,17,653,23318,1170,62.03
59,British Columbia,Colombie-Britannique,2020-04-12,1445,0,58,1445,0,28.49
48,Alberta,Alberta,2020-04-12,1651,0,44,1651,82,37.77
47,Saskatchewan,Saskatchewan,2020-04-12,296,2,4,298,9,25.37
46,Manitoba,Manitoba,2020-04-12,226,16,4,242,-1,17.67
35,Ontario,Ontario,2020-04-12,7049,0,274,7049,401,48.39
24,Quebec,Québec,2020-04-12,12846,0,328,12846,554,151.4
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-12,242,0,3,242,1,46.4
13,New Brunswick,Nouveau-Brunswick,2020-04-12,114,0,0,114,2,14.68
12,Nova Scotia,Nouvelle-Écosse,2020-04-12,445,0,2,445,17,45.81
11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-12,25,0,0,25,0,15.93
60,Yukon,Yukon,2020-04-12,8,0,0,8,0,19.58
61,Northwest Territories,Territoires du Nord-Ouest,2020-04-12,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-04-12,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-04-12,13,0,,13,0,
1,Canada,Canada,2020-04-12,24365,18,717,24383,1065,64.87
59,British Columbia,Colombie-Britannique,2020-04-13,1490,0,69,1490,45,29.38
48,Alberta,Alberta,2020-04-13,1732,0,46,1732,81,39.62
47,Saskatchewan,Saskatchewan,2020-04-13,300,0,4,300,2,25.54
46,Manitoba,Manitoba,2020-04-13,229,17,4,246,4,17.96
35,Ontario,Ontario,2020-04-13,7470,0,291,7470,421,51.28
24,Quebec,Québec,2020-04-13,13557,0,360,13557,711,159.78
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-13,244,0,3,244,2,46.78
13,New Brunswick,Nouveau-Brunswick,2020-04-13,116,0,0,116,2,14.93
12,Nova Scotia,Nouvelle-Écosse,2020-04-13,474,0,3,474,29,48.8
11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-13,25,0,0,25,0,15.93
60,Yukon,Yukon,2020-04-13,8,0,0,8,0,19.58
61,Northwest Territories,Territoires du Nord-Ouest,2020-04-13,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-04-13,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-04-13,13,0,,13,0,
1,Canada,Canada,2020-04-13,25663,17,780,25680,1297,68.32
59,British Columbia,Colombie-Britannique,2020-04-14,1517,0,72,1517,27,29.91
48,Alberta,Alberta,2020-04-14,1870,0,48,1870,138,42.78
47,Saskatchewan,Saskatchewan,2020-04-14,301,0,4,301,1,25.63
46,Manitoba,Manitoba,2020-04-14,229,17,4,246,0,17.96
35,Ontario,Ontario,2020-04-14,7953,0,334,7953,483,54.6
24,Quebec,Québec,2020-04-14,14248,0,435,14248,691,167.92
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-14,244,0,3,244,0,46.78
13,New Brunswick,Nouveau-Brunswick,2020-04-14,116,0,0,116,0,14.93
12,Nova Scotia,Nouvelle-Écosse,2020-04-14,517,0,3,517,43,53.22
11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-14,25,0,0,25,0,15.93
60,Yukon,Yukon,2020-04-14,8,0,0,8,0,19.58
61,Northwest Territories,Territoires du Nord-Ouest,2020-04-14,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-04-14,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-04-14,13,0,,13,0,
1,Canada,Canada,2020-04-14,27046,17,903,27063,1383,72.0
59,British Columbia,Colombie-Britannique,2020-04-15,1561,0,75,1561,44,30.78
48,Alberta,Alberta,2020-04-15,1996,0,48,1996,126,45.66
47,Saskatchewan,Saskatchewan,2020-04-15,304,0,4,304,3,25.88
46,Manitoba,Manitoba,2020-04-15,231,17,5,246,0,17.96
35,Ontario,Ontario,2020-04-15,8447,0,385,8447,494,57.99
24,Quebec,Québec,2020-04-15,14860,0,487,14860,612,175.13
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-15,247,0,3,247,3,47.36
13,New Brunswick,Nouveau-Brunswick,2020-04-15,117,0,0,117,1,15.06
12,Nova Scotia,Nouvelle-Écosse,2020-04-15,549,0,3,549,32,56.52
11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-15,26,0,0,26,1,16.57
60,Yukon,Yukon,2020-04-15,8,0,0,8,0,19.58
61,Northwest Territories,Territoires du Nord-Ouest,2020-04-15,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-04-15,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-04-15,13,0,,13,0,
1,Canada,Canada,2020-04-15,28364,17,1010,28381,1318,75.5
59,British Columbia,Colombie-Britannique,2020-04-16,1561,0,75,1561,0,30.78
48,Alberta,Alberta,2020-04-16,2158,0,50,2158,162,49.37
47,Saskatchewan,Saskatchewan,2020-04-16,305,0,4,305,1,25.97
46,Manitoba,Manitoba,2020-04-16,239,11,5,250,4,18.26
35,Ontario,Ontario,2020-04-16,8961,0,423,8961,514,61.52
24,Quebec,Québec,2020-04-16,15857,0,630,15857,997,186.88
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-16,252,0,3,252,5,48.32
13,New Brunswick,Nouveau-Brunswick,2020-04-16,117,0,0,117,0,15.06
12,Nova Scotia,Nouvelle-Écosse,2020-04-16,579,0,3,579,30,59.61
11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-16,26,0,0,26,0,16.57
60,Yukon,Yukon,2020-04-16,8,0,0,8,0,19.58
61,Northwest Territories,Territoires du Nord-Ouest,2020-04-16,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-04-16,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-04-16,13,0,,13,0,
1,Canada,Canada,2020-04-16,30081,11,1193,30092,1711,80.05
59,British Columbia,Colombie-Britannique,2020-04-17,1575,0,77,1575,14,31.06
48,Alberta,Alberta,2020-04-17,2397,0,50,2397,239,54.83
47,Saskatchewan,Saskatchewan,2020-04-17,306,1,4,307,2,26.14
46,Manitoba,Manitoba,2020-04-17,239,11,5,250,0,18.26
35,Ontario,Ontario,2020-04-17,9525,0,478,9525,564,65.39
24,Quebec,Québec,2020-04-17,16798,0,688,16798,941,197.97
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-17,256,0,3,256,4,49.09
13,New Brunswick,Nouveau-Brunswick,2020-04-17,117,0,0,117,0,15.06
12,Nova Scotia,Nouvelle-Écosse,2020-04-17,606,0,4,606,27,62.38
11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-17,26,0,0,26,0,16.57
60,Yukon,Yukon,2020-04-17,9,0,0,9,1,22.03
61,Northwest Territories,Territoires du Nord-Ouest,2020-04-17,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-04-17,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-04-17,13,0,,13,0,
1,Canada,Canada,2020-04-17,31872,12,1309,31884,1792,84.82
59,British Columbia,Colombie-Britannique,2020-04-18,1618,0,78,1618,43,31.9
48,Alberta,Alberta,2020-04-18,2562,0,51,2562,165,58.61
47,Saskatchewan,Saskatchewan,2020-04-18,310,3,4,313,6,26.65
46,Manitoba,Manitoba,2020-04-18,243,10,5,253,3,18.47
35,Ontario,Ontario,2020-04-18,10010,0,514,10010,485,68.72
24,Quebec,Québec,2020-04-18,17521,0,805,17521,723,206.49
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-18,257,0,3,257,1,49.28
13,New Brunswick,Nouveau-Brunswick,2020-04-18,118,0,0,118,1,15.19
12,Nova Scotia,Nouvelle-Écosse,2020-04-18,649,0,7,649,43,66.81
11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-18,26,0,0,26,0,16.57
60,Yukon,Yukon,2020-04-18,9,0,0,9,0,22.03
61,Northwest Territories,Territoires du Nord-Ouest,2020-04-18,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-04-18,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-04-18,13,0,,13,0,
1,Canada,Canada,2020-04-18,33341,13,1467,33354,1470,88.73
59,British Columbia,Colombie-Britannique,2020-04-19,1618,0,78,1618,0,31.9
48,Alberta,Alberta,2020-04-19,2562,0,51,2562,0,58.61
47,Saskatchewan,Saskatchewan,2020-04-19,314,1,4,315,2,26.82
46,Manitoba,Manitoba,2020-04-19,245,8,5,253,0,18.47
35,Ontario,Ontario,2020-04-19,10578,0,553,10578,568,72.62
24,Quebec,Québec,2020-04-19,18357,0,877,18357,836,216.35
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-19,257,0,3,257,0,49.28
13,New Brunswick,Nouveau-Brunswick,2020-04-19,118,0,0,118,0,15.19
12,Nova Scotia,Nouvelle-Écosse,2020-04-19,675,0,9,675,26,69.49
11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-19,26,0,0,26,0,16.57
60,Yukon,Yukon,2020-04-19,9,0,0,9,0,22.03
61,Northwest Territories,Territoires du Nord-Ouest,2020-04-19,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-04-19,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-04-19,13,0,,13,0,
1,Canada,Canada,2020-04-19,34777,9,1580,34786,1432,92.54
59,British Columbia,Colombie-Britannique,2020-04-20,1699,0,86,1699,81,33.5
48,Alberta,Alberta,2020-04-20,2908,0,59,2908,346,66.52
47,Saskatchewan,Saskatchewan,2020-04-20,316,0,4,316,1,26.91
46,Manitoba,Manitoba,2020-04-20,246,8,6,254,1,18.55
35,Ontario,Ontario,2020-04-20,11184,0,584,11184,606,76.78
24,Quebec,Québec,2020-04-20,19319,0,939,19319,962,227.69
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-20,257,0,3,257,0,49.28
13,New Brunswick,Nouveau-Brunswick,2020-04-20,118,0,0,118,0,15.19
12,Nova Scotia,Nouvelle-Écosse,2020-04-20,721,0,9,721,46,74.22
11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-20,26,0,0,26,0,16.57
60,Yukon,Yukon,2020-04-20,11,0,0,11,2,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-04-20,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-04-20,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-04-20,13,0,,13,0,
1,Canada,Canada,2020-04-20,36823,8,1690,36831,2045,97.98
59,British Columbia,Colombie-Britannique,2020-04-21,1724,0,87,1724,25,33.99
48,Alberta,Alberta,2020-04-21,3095,0,61,3095,187,70.8
47,Saskatchewan,Saskatchewan,2020-04-21,320,0,4,320,4,27.25
46,Manitoba,Manitoba,2020-04-21,246,9,6,255,1,18.62
35,Ontario,Ontario,2020-04-21,11735,0,622,11735,551,80.56
24,Quebec,Québec,2020-04-21,20126,0,1041,20126,807,237.2
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-21,257,0,3,257,0,49.28
13,New Brunswick,Nouveau-Brunswick,2020-04-21,118,0,0,118,0,15.19
12,Nova Scotia,Nouvelle-Écosse,2020-04-21,737,0,10,737,16,75.87
11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-21,26,0,0,26,0,16.57
60,Yukon,Yukon,2020-04-21,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-04-21,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-04-21,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-04-21,13,0,,13,0,
1,Canada,Canada,2020-04-21,38413,9,1834,38422,1591,102.22
59,British Columbia,Colombie-Britannique,2020-04-22,1795,0,90,1795,71,35.4
48,Alberta,Alberta,2020-04-22,3401,0,66,3401,306,77.8
47,Saskatchewan,Saskatchewan,2020-04-22,326,0,4,326,6,27.76
46,Manitoba,Manitoba,2020-04-22,246,11,6,257,2,18.77
35,Ontario,Ontario,2020-04-22,12245,0,659,12245,510,84.06
24,Quebec,Québec,2020-04-22,20965,0,1134,20965,839,247.08
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-22,256,0,3,256,-1,49.09
13,New Brunswick,Nouveau-Brunswick,2020-04-22,118,0,0,118,0,15.19
12,Nova Scotia,Nouvelle-Écosse,2020-04-22,772,0,12,772,35,79.47
11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-22,26,0,0,26,0,16.57
60,Yukon,Yukon,2020-04-22,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-04-22,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-04-22,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-04-22,13,0,,13,0,
1,Canada,Canada,2020-04-22,40179,11,1974,40190,1768,106.92
59,British Columbia,Colombie-Britannique,2020-04-23,1824,0,94,1824,29,35.97
48,Alberta,Alberta,2020-04-23,3720,0,67,3720,319,85.1
47,Saskatchewan,Saskatchewan,2020-04-23,331,0,4,331,5,28.18
46,Manitoba,Manitoba,2020-04-23,251,11,6,262,5,19.13
35,Ontario,Ontario,2020-04-23,12879,0,713,12879,634,88.41
24,Quebec,Québec,2020-04-23,21838,0,1243,21838,873,257.37
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-23,256,0,3,256,0,49.09
13,New Brunswick,Nouveau-Brunswick,2020-04-23,118,0,0,118,0,15.19
12,Nova Scotia,Nouvelle-Écosse,2020-04-23,827,0,16,827,55,85.14
11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-23,26,0,0,26,0,16.57
60,Yukon,Yukon,2020-04-23,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-04-23,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-04-23,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-04-23,13,0,,13,0,
1,Canada,Canada,2020-04-23,42099,11,2146,42110,1920,112.03
59,British Columbia,Colombie-Britannique,2020-04-24,1853,0,98,1853,29,36.54
48,Alberta,Alberta,2020-04-24,4017,0,72,4017,297,91.89
47,Saskatchewan,Saskatchewan,2020-04-24,341,0,4,341,10,29.03
46,Manitoba,Manitoba,2020-04-24,252,11,6,263,1,19.2
35,Ontario,Ontario,2020-04-24,13519,0,763,13519,640,92.81
24,Quebec,Québec,2020-04-24,22616,0,1340,22616,778,266.54
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-24,256,0,3,256,0,49.09
